03.MMHAP34FRA.seq	DNA segment, 03.MMHAP34FRA.seq
Gm7416	predicted gene 7416
Gm7417	predicted gene 7417
Gm7418	predicted pseudogene 7418
Gm7419	predicted gene 7419
Gm7420	predicted gene 7420
Gm7421	predicted gene 7421
Gm7422	predicted gene 7422
Gm7423	predicted gene 7423
Gm7424	predicted gene 7424
Gm7425	predicted gene 7425
Gm7426	predicted gene 7426
Gm7428	predicted gene 7428
Gm7429	predicted pseudogene 7429
Gm7430	predicted gene 7430
Gm7432	predicted gene 7432
Gm7434	predicted gene 7434
Gm7435	predicted gene 7435
Gm7436	predicted gene 7436
Gm7437	predicted gene 7437
Gm7438	predicted pseudogene 7438
Gm7439	predicted gene 7439
Gm7441	predicted gene 7441
Gm7442	predicted gene 7442
Gm7443	predicted gene 7443
Gm7444	predicted gene 7444
Gm7445	predicted gene 7445
Gm7446	predicted gene 7446
Gm7447	predicted gene 7447
Gm7449	predicted gene 7449
Gm7450	predicted gene 7450
Gm7451	predicted gene 7451
Gm7452	predicted pseudogene 7452
Gm7456	predicted gene 7456
Gm7457	predicted gene 7457
Gm7459	predicted gene 7459
Gm7461	predicted gene 7461
Gm7463	predicted gene 7463
Gm7464	predicted gene 7464
Gm7466	predicted gene 7466
Gm7467	predicted gene 7467
Gm7468	predicted gene 7468
Gm7470	predicted gene 7470
Gm7473	predicted gene 7473
Gm7476	predicted gene 7476
Gm7477	predicted gene 7477
Gm7478	predicted gene 7478
Gm7480	predicted gene 7480
Gm7481	predicted gene 7481
Gm7482	predicted gene 7482
Gm7483	predicted gene 7483
Gm7485	predicted gene 7485
Gm7488	predicted gene 7488
Gm7489	predicted gene 7489
Gm7492	predicted gene 7492
Gm7493	predicted gene 7493
Gm7494	predicted gene 7494
Gm7495	predicted gene 7495
Gm7496	predicted gene 7496
Gm7497	predicted gene 7497
Gm7498	predicted gene 7498
Gm7499	predicted gene 7499
Gm7500	predicted gene 7500
Gm7501	predicted gene 7501
Gm7502	predicted gene 7502
Gm7503	predicted gene 7503
Gm7504	predicted gene 7504
Gm7506	predicted gene 7506
Gm7507	predicted gene 7507
Gm7508	predicted gene 7508
Gm7511	predicted gene 7511
Gm7512	predicted gene 7512
Gm7513	predicted gene 7513
Gm7514	predicted gene 7514
Gm7515	predicted gene 7515
Gm7516	predicted gene 7516
Gm7517	predicted gene 7517
Gm7523	predicted gene 7523
Gm7525	predicted gene 7525
Gm7527	predicted gene 7527
Gm7529	predicted gene 7529
Gm7530	predicted gene 7530
Gm7531	predicted gene 7531
Gm7532	predicted gene 7532
Gm7534	predicted gene 7534
Gm7535	predicted gene 7535
Gm7536	predicted gene 7536
Gm7537	predicted gene 7537
Gm7538	predicted gene 7538
Gm7539	predicted gene 7539
Gm7540	predicted gene 7540
Gm7541	predicted gene 7541
Gm7542	predicted gene 7542
Gm7543	predicted gene 7543
Gm7544	predicted gene 7544
Gm7545	predicted gene 7545
Gm7546	predicted gene 7546
Gm7547	predicted gene 7547
Gm7550	predicted gene 7550
Gm7551	predicted gene 7551
Gm7552	predicted gene 7552
Gm7553	predicted gene 7553
Gm7554	predicted gene 7554
Gm7556	predicted gene 7556
Gm7557	predicted gene 7557
Gm7558	predicted gene 7558
Gm7559	predicted gene 7559
Gm7560	predicted gene 7560
Gm7561	predicted gene 7561
Gm7562	predicted gene 7562
Gm7565	predicted gene 7565
Gm7566	predicted gene 7566
Gm7568	predicted gene 7568
Gm7569	predicted gene 7569
Gm7570	predicted gene 7570
Gm7571	predicted gene 7571
Gm7572	predicted gene 7572
Gm7573	predicted gene 7573
Gm7575	predicted gene 7575
Gm7577	predicted gene 7577
Gm7579	predicted gene 7579
Gm7581	predicted gene 7581
Gm7582	predicted gene 7582
Gm7583	predicted gene 7583
Gm7584	predicted gene 7584
Gm7587	predicted gene 7587
Gm7588	predicted gene 7588
Gm7589	predicted gene 7589
Gm7591	predicted gene 7591
Gm7592	predicted gene 7592
Gm7593	predicted gene 7593
Gm7594	predicted gene 7594
Gm7595	predicted gene 7595
Gm7596	predicted gene 7596
Gm7598	predicted gene 7598
Gm7599	predicted gene 7599
Gm7600	predicted gene 7600
Gm7604	predicted gene 7604
Gm7605	predicted gene 7605
Gm7607	predicted gene 7607
Gm7609	predicted pseudogene 7609
Gm7611	predicted gene 7611
Gm7612	predicted gene 7612
Gm7613	predicted gene 7613
Gm7614	predicted gene 7614
Gm7616	predicted gene 7616
Gm7617	predicted gene 7617
Gm7618	predicted pseudogene 7618
Gm7619	predicted gene 7619
Gm7621	predicted gene 7621
Gm7622	predicted pseudogene 7622
Gm7623	predicted gene 7623
Gm7624	predicted gene 7624
Gm7626	predicted gene 7626
Gm7627	predicted gene 7627
Gm7628	predicted gene 7628
Gm7629	predicted gene 7629
Gm7631	predicted gene 7631
Gm7633	predicted gene 7633
Gm7634	predicted gene 7634
Gm7638	predicted gene 7638
Gm7639	predicted gene 7639
Gm7640	predicted gene 7640
Gm7642	predicted gene 7642
Gm7644	predicted gene 7644
Gm7645	predicted gene 7645
Gm7646	predicted gene 7646
Gm7647	predicted gene 7647
Gm7648	predicted gene 7648
Gm765	predicted gene 765
Gm7650	predicted gene 7650
Gm7651	predicted gene 7651
Gm7652	predicted gene 7652
Gm7653	predicted gene 7653
Gm7654	predicted gene 7654
Gm7656	predicted gene 7656
Gm7657	predicted gene 7657
Gm7658	predicted gene 7658
Gm7662	predicted gene 7662
Gm7663	predicted gene 7663
Gm7664	predicted gene 7664
Gm7665	predicted pseudogene 7665
Gm7666	predicted pseudogene 7666
Gm7667	predicted gene 7667
Gm7669	predicted gene 7669
Gm7670	predicted gene 7670
Gm7672	predicted gene 7672
Gm7674	predicted gene 7674
Gm7675	predicted gene 7675
Gm7676	predicted gene 7676
Gm7678	predicted gene 7678
Gm7680	predicted gene 7680
Gm7681	predicted gene 7681
Gm7682	predicted gene 7682
Gm7684	predicted gene 7684
Gm7686	predicted gene 7686
Gm7688	predicted gene 7688
Gm7690	predicted gene 7690
Gm7691	predicted gene 7691
Gm7692	predicted gene 7692
Gm7693	predicted gene 7693
Gm7694	predicted gene 7694
Gm7695	predicted gene 7695
Gm7696	predicted gene 7696
Gm7697	predicted gene 7697
Gm7700	predicted gene 7700
Gm7701	predicted gene 7701
Gm7704	predicted gene 7704
Gm7706	predicted gene 7706
Gm7707	predicted gene 7707
Gm7708	predicted gene 7708
Gm7709	predicted gene 7709
Gm7710	predicted gene 7710
Gm7712	predicted gene 7712
Gm7713	predicted gene 7713
Gm7714	predicted gene 7714
Gm7715	predicted gene 7715
Gm7718	predicted gene 7718
Gm7719	predicted gene 7719
Gm7720	predicted gene 7720
Gm7721	predicted gene 7721
Gm7722	predicted gene 7722
Gm7724	predicted gene 7724
Gm7726	predicted gene 7726
Gm7727	predicted gene 7727
Gm7729	predicted gene 7729
Gm773	predicted gene 773
Gm7730	predicted gene 7730
Gm7731	predicted gene 7731
Gm7732	predicted gene 7732
Gm7733	predicted gene 7733
Gm7734	predicted gene 7734
Gm7735	predicted gene 7735
Gm7736	predicted gene 7736
Gm7739	predicted gene 7739
Gm7740	predicted gene 7740
Gm7741	predicted gene 7741
Gm7742	predicted gene 7742
Gm7743	predicted gene 7743
Gm7745	predicted gene 7745
Gm7746	predicted gene 7746
Gm7748	predicted gene 7748
Gm7751	predicted gene 7751
Gm7753	predicted gene 7753
Gm7754	predicted gene 7754
Gm7756	predicted gene 7756
Gm7758	predicted gene 7758
Gm7759	predicted gene 7759
Gm7760	predicted gene 7760
Gm7761	predicted gene 7761
Gm7762	predicted gene 7762
Gm7763	predicted gene 7763
Gm7765	predicted gene 7765
Gm7768	predicted gene 7768
Gm7769	predicted gene 7769
Gm7770	predicted gene 7770
Gm7773	predicted gene 7773
Gm7774	predicted gene 7774
Gm7775	predicted gene 7775
Gm7776	predicted gene 7776
Gm7778	predicted gene 7778
Gm7780	predicted gene 7780
Gm7781	predicted gene 7781
Gm7783	predicted gene 7783
Gm7784	predicted gene 7784
Gm7785	predicted gene 7785
Gm7786	predicted gene 7786
Gm7787	predicted gene 7787
Gm7788	predicted gene 7788
Gm7789	predicted pseudogene 7789
Gm7790	predicted gene 7790
Gm7791	predicted gene 7791
Gm7792	predicted gene 7792
Gm7798	predicted gene 7798
Gm7799	predicted gene 7799
Gm7802	predicted gene 7802
Gm7803	predicted gene 7803
Gm7804	predicted gene 7804
Gm7805	predicted gene 7805
Gm7807	predicted gene 7807
Gm7808	predicted pseudogene 7808
Gm7809	predicted gene 7809
Gm7812	predicted gene 7812
Gm7814	predicted gene 7814
Gm7815	predicted gene 7815
Gm7816	predicted pseudogene 7816
Gm7818	predicted gene 7818
Gm7819	predicted gene 7819
Gm7820	predicted gene 7820
Gm7821	predicted gene 7821
Gm7822	predicted gene 7822
Gm7823	predicted gene 7823
Gm7824	predicted gene 7824
Gm7825	predicted gene 7825
Gm7827	predicted gene 7827
Gm7831	predicted gene 7831
Gm7832	predicted gene 7832
Gm7833	predicted gene 7833
Gm7834	predicted gene 7834
Gm7836	predicted gene 7836
Gm7837	predicted gene 7837
Gm7838	predicted gene 7838
Gm7839	predicted gene 7839
Gm7840	predicted gene 7840
Gm7841	predicted gene 7841
Gm7842	predicted gene 7842
Gm7846	predicted gene 7846
Gm7847	predicted gene 7847
Gm7848	predicted gene 7848
Gm7849	predicted gene 7849
Gm7850	predicted gene 7850
Gm7851	predicted gene 7851
Gm7853	predicted gene 7853
Gm7854	predicted gene 7854
Gm7855	predicted gene 7855
Gm7856	predicted gene 7856
Gm7857	predicted gene 7857
Gm7858	predicted gene 7858
Gm7859	predicted gene 7859
Gm7860	predicted gene 7860
Gm7861	predicted gene 7861
Gm7862	predicted gene 7862
Gm7863	predicted gene 7863
Gm7867	predicted gene 7867
Gm7868	predicted gene 7868
Gm7869	predicted gene 7869
Gm7870	predicted gene 7870
Gm7871	predicted gene 7871
Gm7873	predicted gene 7873
Gm7874	predicted gene 7874
Gm7876	predicted gene 7876
Gm7879	predicted pseudogene 7879
Gm7880	predicted gene 7880
Gm7882	predicted gene 7882
Gm7887	predicted gene 7887
Gm7889	predicted gene 7889
Gm7890	predicted gene 7890
Gm7891	predicted gene 7891
Gm7892	predicted gene 7892
Gm7893	predicted gene 7893
Gm7894	predicted gene 7894
Gm7895	predicted gene 7895
Gm7896	predicted gene 7869
Gm7897	predicted gene 7897
Gm7898	predicted gene 7898
Gm7899	predicted gene 7899
Gm7901	predicted gene 7901
Gm7902	predicted gene 7902
Gm7903	predicted gene 7903
Gm7904	predicted gene 7904
Gm7905	predicted pseudogene 7905
Gm7906	predicted gene 7906
Gm7908	predicted gene 7908
Gm7909	predicted gene 7909
Gm7910	predicted gene 7910
Gm7911	predicted gene 7911
Gm7912	predicted gene 7912
Gm7916	predicted gene 7916
Gm7917	predicted gene 7917
Gm7919	predicted gene 7919
Gm7920	predicted gene 7920
Gm7924	predicted gene 7924
Gm7925	predicted gene 7925
Gm7926	predicted gene 7926
Gm7927	predicted gene 7927
Gm7928	predicted gene 7928
Gm7929	predicted gene 7929
Gm7930	predicted gene 7930
Gm7931	predicted pseudogene 7931
Gm7932	predicted gene 7932
Gm7933	predicted gene 7933
Gm7935	predicted pseudogene 7935
Gm7936	predicted pseudogene 7936
Gm7939	predicted gene 7939
Gm7940	predicted gene 7940
Gm7941	predicted gene 7941
Gm7942	predicted gene 7942
Gm7943	predicted gene 7943
Gm7945	predicted gene 7945
Gm7946	predicted gene 7946
Gm7947	predicted gene 7947
Gm7948	predicted gene 7948
Gm7950	predicted pseudogene 7950
Gm7951	predicted gene 7951
Gm7952	predicted gene 7952
Gm7953	predicted gene 7953
Gm7954	predicted gene 7954
Gm7955	predicted gene 7955
Gm7957	predicted gene 7957
Gm7958	predicted gene 7958
Gm7959	predicted gene 7959
Gm7961	predicted gene 7961
Gm7962	predicted gene 7962
Gm7964	predicted gene 7964
Gm7965	predicted gene 7965
Gm7967	predicted gene 7967
Gm7968	predicted gene 7968
Gm7969	predicted gene 7969
Gm7970	predicted gene 7970
Gm7971	predicted gene 7971
Gm7972	predicted gene 7972
Gm7973	predicted gene 7973
Gm7974	predicted gene 7974
Gm7976	predicted gene 7976
Gm7977	predicted gene 7977
Gm7978	predicted gene 7978
Gm7979	predicted gene 7979
Gm7980	predicted gene 7980
Gm7982	predicted gene 7982
Gm7984	predicted gene 7984
Gm7985	predicted gene 7985
Gm7986	predicted gene 7986
Gm7988	predicted gene 7988
Gm7990	predicted gene 7990
Gm7991	predicted gene 7991
Gm7993	predicted gene 7993
Gm7995	predicted gene 7995
Gm7997	predicted gene 7997
Gm8000	predicted gene 8000
Gm8004	predicted gene 8004
Gm8005	predicted gene 8005
Gm8008	predicted gene 8008
Gm8009	predicted gene 8009
Gm8010	predicted gene 8010
Gm8011	predicted gene 8011
Gm8013	predicted gene 8013
Gm8016	predicted gene 8016
Gm8018	predicted gene 8018
Gm8019	predicted gene 8019
Gm8020	predicted gene 8020
Gm8022	predicted gene 8022
Gm8023	predicted gene 8023
Gm8024	predicted gene 8024
Gm8025	predicted gene 8025
Gm8031	predicted gene 8031
Gm8032	predicted gene 8032
Gm8034	predicted gene 8034
Gm8035	predicted gene 8035
Gm8036	predicted gene 8036
Gm8038	predicted gene 8038
Gm8039	predicted gene 8039
Gm8041	predicted gene 8041
Gm8043	predicted gene 8043
Gm8044	predicted gene 8044
Gm8045	predicted gene 8045
Gm8046	predicted gene 8046
Gm8047	predicted gene 8047
Gm8048	predicted gene 8048
Gm8049	predicted gene 8049
Gm805	predicted gene 805
Gm8050	predicted gene 8050
Gm8051	predicted gene 8051
Gm8054	predicted pseudogene 8054
Gm8055	predicted pseudogene 8055
Gm8056	predicted gene 8056
Gm8058	predicted gene 8058
Gm8061	predicted gene 8061
Gm8062	predicted pseudogene 8062
Gm8065	predicted gene 8065
Gm8066	predicted gene 8066
Gm8067	predicted gene 8067
Gm8068	predicted gene 8068
Gm8069	predicted pseudogene 8069
Gm807	predicted gene 807
Gm8074	predicted gene 8074
Gm8075	predicted gene 8075
Gm8077	predicted gene 8077
Gm8079	predicted gene 8079
Gm8080	predicted gene 8080
Gm8082	predicted gene 8082
Gm8083	predicted gene 8083
Gm8084	predicted gene 8084
Gm8085	predicted gene 8085
Gm8087	predicted gene 8087
Gm8088	predicted gene 8088
Gm8089	predicted gene 8089
Gm8091	predicted gene 8091
Gm8093	predicted gene 8093
Gm8094	predicted gene 8094
Gm8096	predicted gene 8096
Gm8097	predicted gene 8097
Gm8098	predicted gene 8098
Gm8099	predicted gene 8099
Gm8100	predicted gene 8100
Gm8101	predicted gene 8101
Gm8102	predicted gene 8102
Gm8104	predicted gene 8104
Gm8106	predicted gene 8106
Gm8107	predicted gene 8107
Gm8108	predicted gene 8108
Gm8109	predicted gene 8109
Gm8110	predicted gene 8110
Gm8111	predicted gene 8111
Gm8112	predicted gene 8112
Gm8113	predicted gene 8113
Gm8114	predicted gene 8114
Gm8115	predicted gene 8115
Gm8116	predicted gene 8116
Gm8118	predicted gene 8118
Gm8121	predicted pseudogene 8121
Gm8122	predicted gene 8122
Gm8125	predicted gene 8125
Gm8126	predicted gene 8126
Gm8127	predicted gene 8127
Gm8128	predicted gene 8128
Gm8129	predicted pseudogene 8129
Gm813	predicted gene 813
Gm8130	predicted gene 8130
Gm8131	predicted gene 8131
Gm8132	predicted gene 8132
Gm8134	predicted gene 8134
Gm8137	predicted gene 8137
Gm8138	predicted gene 8138
Gm8139	predicted gene 8139
Gm8141	predicted gene 8141
Gm8143	predicted gene 8143
Gm8144	predicted gene 8144
Gm8145	predicted gene 8145
Gm8146	predicted gene 8146
Gm8149	predicted gene 8149
Gm815	predicted gene 815
Gm8151	predicted gene 8151
Gm8152	predicted gene 8152
Gm8153	predicted gene 8153
Gm8154	predicted gene 8154
Gm8155	predicted gene 8155
Gm8157	predicted gene 8157
Gm8158	predicted gene 8158
Gm8159	predicted gene 8159
Gm816	predicted gene 816
Gm8161	predicted gene 8161
Gm8162	predicted gene 8162
Gm8163	predicted gene 8163
Gm8164	predicted gene 8164
Gm8165	predicted gene 8165
Gm8167	predicted gene 8167
Gm8168	predicted gene 8168
Gm8170	predicted gene 8170
Gm8171	predicted gene 8171
Gm8172	predicted pseudogene 8172
Gm8173	predicted gene 8173
Gm8174	predicted gene 8174
Gm8176	predicted gene 8176
Gm8177	predicted gene 8177
Gm8178	predicted gene 8178
Gm8179	predicted gene 8179
Gm8180	predicted gene 8180
Gm8181	predicted gene 8181
Gm8182	predicted gene 8182
Gm8183	predicted gene 8183
Gm8184	predicted gene 8184
Gm8185	predicted gene 8185
Gm8186	predicted gene 8186
Gm8188	predicted gene 8188
Gm8189	predicted gene 8189
Gm8190	predicted gene 8190
Gm8192	predicted gene 8192
Gm8194	predicted gene 8194
Gm8197	predicted gene 8197
Gm8199	predicted gene 8199
Gm8200	predicted gene 8200
Gm8201	predicted gene 8201
Gm8202	predicted gene 8202
Gm8203	predicted pseudogene 8203
Gm8204	predicted gene 8204
Gm8206	predicted gene 8206
Gm8207	predicted gene 8207
Gm8208	predicted gene 8208
Gm8209	predicted gene 8209
Gm8210	predicted pseudogene 8210
Gm8212	predicted gene 8212
Gm8213	predicted pseudogene 8213
Gm8214	predicted gene 8214
Gm8215	predicted gene 8215
Gm8216	predicted gene 8216
Gm8217	predicted gene 8217
Gm8219	predicted gene 8219
Gm8220	predicted gene 8220
Gm8221	predicted gene 8221
Gm8222	predicted gene 8222
Gm8224	predicted gene 8224
Gm8225	predicted gene 8225
Gm8226	predicted gene 8226
Gm8227	predicted gene 8227
Gm8228	predicted gene 8228
Gm8229	predicted gene 8229
Gm8231	predicted gene 8231
Gm8232	predicted gene 8232
Gm8233	predicted gene 8233
Gm8234	predicted gene 8234
Gm8237	predicted gene 8237
Gm8238	predicted gene 8238
Gm8239	predicted gene 8239
Gm8241	predicted gene 8241
Gm8242	predicted gene 8242
Gm8244	predicted gene 8244
Gm8245	predicted gene 8245
Gm8246	predicted gene 8246
Gm8247	predicted gene 8247
Gm8249	predicted gene 8249
Gm8250	predicted gene 8250
Gm8251	predicted gene 8251
Gm8253	predicted gene 8253
Gm8254	predicted gene 8254
Gm8255	predicted gene 8255
Gm8256	predicted gene 8256
Gm8257	predicted pseudogene 8257
Gm8258	predicted gene 8258
Gm826	predicted gene 826
Gm8260	predicted gene 8260
Gm8261	predicted gene 8261
Gm8264	predicted gene 8264
Gm8265	predicted gene 8265
Gm8266	predicted gene 8266
Gm8267	predicted gene 8267
Gm8268	predicted gene 8268
Gm8270	predicted gene 8270
Gm8271	predicted gene 8271
Gm8273	predicted gene 8273
Gm8274	predicted gene 8274
Gm8275	predicted gene 8275
Gm8276	predicted gene 8276
Gm8277	predicted gene 8277
Gm8278	predicted gene 8278
Gm8279	predicted gene 8279
Gm8281	predicted gene, 8281
Gm8282	predicted gene 8282
Gm8283	predicted gene 8283
Gm8285	predicted gene 8285
Gm8288	predicted gene 8288
Gm8289	predicted gene 8289
Gm829	predicted gene 829
Gm8290	predicted gene 8290
Gm8291	predicted gene 8291
Gm8292	predicted gene 8292
Gm8295	predicted gene 8295
Gm8296	predicted gene 8296
Gm8297	predicted gene 8297
Gm8298	predicted gene 8298
Gm830	predicted gene 830
Gm8300	predicted gene 8300
Gm8302	predicted gene 8302
Gm8303	predicted gene 8303
Gm8304	predicted gene 8304
Gm8305	predicted gene 8305
Gm8307	predicted gene 8307
Gm8309	predicted gene 8309
Gm831	predicted gene 831
Gm8310	predicted gene 8310
Gm8312	predicted gene 8312
Gm8314	predicted gene 8314
Gm8317	predicted gene 8317
Gm8318	predicted gene 8318
Gm8319	predicted gene 8319
Gm8320	predicted gene 8320
Gm8321	predicted gene 8321
Gm8323	predicted gene 8323
Gm8324	predicted gene 8324
Gm8325	predicted pseudogene 8325
Gm8326	predicted gene 8326
Gm8327	predicted gene 8327
Gm8328	predicted gene 8328
Gm833	predicted gene 833
Gm8330	predicted gene 8330
Gm8331	predicted gene 8331
Gm8332	predicted pseudogene 8332
Gm8334	predicted gene 8334
Gm8337	predicted gene 8337
Gm8338	predicted gene 8338
Gm8339	predicted gene 8339
Gm8340	predicted gene 8340
Gm8341	predicted gene 8341
Gm8342	predicted gene 8342
Gm8343	predicted gene 8343
Gm8344	predicted gene 8344
Gm8345	predicted gene 8345
Gm8346	predicted gene 8346
Gm8349	predicted gene 8349
Gm8350	predicted gene 8350
Gm8352	predicted gene 8352
Gm8353	predicted gene 8353
Gm8354	predicted gene 8354
Gm8355	predicted pseudogene 8355
Gm8357	predicted gene 8357
Gm8358	predicted gene 8358
Gm8359	predicted gene 8359
Gm8362	predicted gene 8362
Gm8363	predicted gene 8363
Gm8364	predicted gene 8364
Gm8365	predicted gene 8365
Gm8366	predicted gene 8366
Gm8367	predicted gene 8367
Gm8369	predicted gene 8369
Gm8371	predicted gene 8371
Gm8373	predicted gene 8373
Gm8374	predicted gene 8374
Gm8375	predicted gene 8375
Gm8376	predicted gene 8376
Gm8378	predicted gene 8378
Gm8379	predicted gene 8379
Gm8381	predicted gene 8381
Gm8383	predicted gene 8383
Gm8384	predicted gene 8384
Gm8385	predicted gene 8385
Gm8387	predicted gene 8387
Gm8388	predicted gene 8388
Gm8389	predicted gene 8389
Gm839	predicted gene 839
Gm8390	predicted gene 8390
Gm8391	predicted gene 8391
Gm8392	predicted gene 8392
Gm8394	predicted gene 8394
Gm8396	predicted gene 8396
Gm8398	predicted gene 8398
Gm8399	predicted gene 8399
Gm8401	predicted gene 8401
Gm8402	predicted gene 8402
Gm8403	predicted gene 8403
Gm8407	predicted gene 8407
Gm8408	predicted gene 8408
Gm8410	predicted gene 8410
Gm8412	predicted gene 8412
Gm8415	predicted gene 8415
Gm8416	predicted gene 8416
Gm8417	predicted gene 8417
Gm8419	predicted gene 8419
Gm8420	predicted gene 8420
Gm8421	predicted gene 8421
Gm8423	predicted gene 8423
